timestamp,localized,red,ir,max_dietemp
1684198564709,2023-05-15T17:56:04.709(UTC-07:00),30446,42859,35
1684198564727,2023-05-15T17:56:04.727(UTC-07:00),30445,42859
1684198564746,2023-05-15T17:56:04.746(UTC-07:00),30445,42859,
1684198564765,2023-05-15T17:56:04.765(UTC-07:00),30445,42860,
1684198564784,2023-05-15T17:56:04.784(UTC-07:00),30445,42862,
1684198564802,2023-05-15T17:56:04.802(UTC-07:00),30446,42863,
1684198564821,2023-05-15T17:56:04.821(UTC-07:00),30447,42864,
1684198564840,2023-05-15T17:56:04.840(UTC-07:00),30448,42865,
1684198564859,2023-05-15T17:56:04.859(UTC-07:00),30449,42866,
1684198564878,2023-05-15T17:56:04.878(UTC-07:00),30449,42867,
1684198564896,2023-05-15T17:56:04.896(UTC-07:00),30449,42868,
1684198564915,2023-05-15T17:56:04.915(UTC-07:00),30450,42870,
1684198564934,2023-05-15T17:56:04.934(UTC-07:00),30451,42871,
1684198564953,2023-05-15T17:56:04.953(UTC-07:00),30451,42874,
1684198564971,2023-05-15T17:56:04.971(UTC-07:00),30452,42876,
1684198564990,2023-05-15T17:56:04.990(UTC-07:00),30452,42879,
1684198565009,2023-05-15T17:56:05.009(UTC-07:00),30453,42881,
1684198565028,2023-05-15T17:56:05.028(UTC-07:00),30454,42884,
1684198565047,2023-05-15T17:56:05.047(UTC-07:00),30455,42887,
1684198565065,2023-05-15T17:56:05.065(UTC-07:00),30456,42890,
1684198565084,2023-05-15T17:56:05.084(UTC-07:00),30457,42893,
1684198565103,2023-05-15T17:56:05.103(UTC-07:00),30458,42896,
1684198565122,2023-05-15T17:56:05.122(UTC-07:00),30459,42898,
1684198565140,2023-05-15T17:56:05.140(UTC-07:00),30460,42901,
1684198565159,2023-05-15T17:56:05.159(UTC-07:00),30462,42903,
1684198565178,2023-05-15T17:56:05.178(UTC-07:00),30464,42907,
1684198565197,2023-05-15T17:56:05.197(UTC-07:00),30465,42911,
1684198565216,2023-05-15T17:56:05.216(UTC-07:00),30466,42915,
1684198565234,2023-05-15T17:56:05.234(UTC-07:00),30467,42919,
1684198565253,2023-05-15T17:56:05.253(UTC-07:00),30468,42922,
1684198565272,2023-05-15T17:56:05.272(UTC-07:00),30470,42925,
1684198565291,2023-05-15T17:56:05.291(UTC-07:00),30471,42928,
1684198565310,2023-05-15T17:56:05.310(UTC-07:00),30472,42930,35
1684198565330,2023-05-15T17:56:05.330(UTC-07:00),30473,42931
1684198565350,2023-05-15T17:56:05.350(UTC-07:00),30472,42930,
1684198565370,2023-05-15T17:56:05.370(UTC-07:00),30470,42927,
1684198565390,2023-05-15T17:56:05.390(UTC-07:00),30468,42921,
1684198565410,2023-05-15T17:56:05.410(UTC-07:00),30465,42914,
1684198565430,2023-05-15T17:56:05.430(UTC-07:00),30461,42905,
1684198565450,2023-05-15T17:56:05.450(UTC-07:00),30458,42897,
1684198565471,2023-05-15T17:56:05.471(UTC-07:00),30455,42891,
1684198565491,2023-05-15T17:56:05.491(UTC-07:00),30452,42886,
1684198565511,2023-05-15T17:56:05.511(UTC-07:00),30451,42883,
1684198565531,2023-05-15T17:56:05.531(UTC-07:00),30450,42880,
1684198565551,2023-05-15T17:56:05.551(UTC-07:00),30449,42877,
1684198565571,2023-05-15T17:56:05.571(UTC-07:00),30449,42876,
1684198565591,2023-05-15T17:56:05.591(UTC-07:00),30449,42876,
1684198565611,2023-05-15T17:56:05.611(UTC-07:00),30449,42877,
1684198565632,2023-05-15T17:56:05.632(UTC-07:00),30450,42879,
1684198565652,2023-05-15T17:56:05.652(UTC-07:00),30450,42880,
1684198565672,2023-05-15T17:56:05.672(UTC-07:00),30451,42881,
1684198565692,2023-05-15T17:56:05.692(UTC-07:00),30452,42882,
1684198565712,2023-05-15T17:56:05.712(UTC-07:00),30452,42883,
1684198565732,2023-05-15T17:56:05.732(UTC-07:00),30453,42883,
1684198565752,2023-05-15T17:56:05.752(UTC-07:00),30453,42884,
1684198565772,2023-05-15T17:56:05.772(UTC-07:00),30454,42885,
1684198565793,2023-05-15T17:56:05.793(UTC-07:00),30454,42887,
1684198565813,2023-05-15T17:56:05.813(UTC-07:00),30455,42889,
1684198565833,2023-05-15T17:56:05.833(UTC-07:00),30455,42892,
1684198565853,2023-05-15T17:56:05.853(UTC-07:00),30456,42895,
1684198565873,2023-05-15T17:56:05.873(UTC-07:00),30457,42899,
1684198565893,2023-05-15T17:56:05.893(UTC-07:00),30458,42903,
1684198565913,2023-05-15T17:56:05.913(UTC-07:00),30460,42907,
1684198565933,2023-05-15T17:56:05.933(UTC-07:00),30461,42910,
1684198565954,2023-05-15T17:56:05.954(UTC-07:00),30462,42913,35
1684198565973,2023-05-15T17:56:05.973(UTC-07:00),30463,42916
1684198565993,2023-05-15T17:56:05.993(UTC-07:00),30465,42919,
1684198566013,2023-05-15T17:56:06.013(UTC-07:00),30466,42922,
1684198566032,2023-05-15T17:56:06.032(UTC-07:00),30467,42925,
1684198566052,2023-05-15T17:56:06.052(UTC-07:00),30468,42928,
1684198566072,2023-05-15T17:56:06.072(UTC-07:00),30469,42931,
1684198566091,2023-05-15T17:56:06.091(UTC-07:00),30471,42934,
1684198566111,2023-05-15T17:56:06.111(UTC-07:00),30472,42938,
1684198566131,2023-05-15T17:56:06.131(UTC-07:00),30474,42942,
1684198566150,2023-05-15T17:56:06.150(UTC-07:00),30475,42947,
1684198566170,2023-05-15T17:56:06.170(UTC-07:00),30476,42950,
1684198566190,2023-05-15T17:56:06.190(UTC-07:00),30477,42952,
1684198566209,2023-05-15T17:56:06.209(UTC-07:00),30477,42952,
1684198566229,2023-05-15T17:56:06.229(UTC-07:00),30476,42950,
1684198566249,2023-05-15T17:56:06.249(UTC-07:00),30475,42946,
1684198566269,2023-05-15T17:56:06.269(UTC-07:00),30472,42940,
1684198566288,2023-05-15T17:56:06.288(UTC-07:00),30469,42932,
1684198566308,2023-05-15T17:56:06.308(UTC-07:00),30467,42925,
1684198566328,2023-05-15T17:56:06.328(UTC-07:00),30464,42919,
1684198566347,2023-05-15T17:56:06.347(UTC-07:00),30462,42915,
1684198566367,2023-05-15T17:56:06.367(UTC-07:00),30461,42912,
1684198566387,2023-05-15T17:56:06.387(UTC-07:00),30460,42910,
1684198566406,2023-05-15T17:56:06.406(UTC-07:00),30459,42909,
1684198566426,2023-05-15T17:56:06.426(UTC-07:00),30458,42909,
1684198566446,2023-05-15T17:56:06.446(UTC-07:00),30458,42910,
1684198566465,2023-05-15T17:56:06.465(UTC-07:00),30458,42911,
1684198566485,2023-05-15T17:56:06.485(UTC-07:00),30459,42912,
1684198566505,2023-05-15T17:56:06.505(UTC-07:00),30460,42914,
1684198566524,2023-05-15T17:56:06.524(UTC-07:00),30461,42916,
1684198566544,2023-05-15T17:56:06.544(UTC-07:00),30462,42917,
1684198566564,2023-05-15T17:56:06.564(UTC-07:00),30462,42917,
1684198566584,2023-05-15T17:56:06.584(UTC-07:00),30462,42917,35
1684198566606,2023-05-15T17:56:06.606(UTC-07:00),30462,42917
1684198566629,2023-05-15T17:56:06.629(UTC-07:00),30462,42918,
1684198566651,2023-05-15T17:56:06.651(UTC-07:00),30461,42918,
1684198566674,2023-05-15T17:56:06.674(UTC-07:00),30461,42919,
1684198566696,2023-05-15T17:56:06.696(UTC-07:00),30461,42919,
1684198566719,2023-05-15T17:56:06.719(UTC-07:00),30462,42919,
1684198566741,2023-05-15T17:56:06.741(UTC-07:00),30463,42921,
1684198566764,2023-05-15T17:56:06.764(UTC-07:00),30464,42923,
1684198566786,2023-05-15T17:56:06.786(UTC-07:00),30466,42928,
1684198566809,2023-05-15T17:56:06.809(UTC-07:00),30467,42933,
1684198566831,2023-05-15T17:56:06.831(UTC-07:00),30468,42937,
1684198566854,2023-05-15T17:56:06.854(UTC-07:00),30469,42941,
1684198566876,2023-05-15T17:56:06.876(UTC-07:00),30469,42943,
1684198566899,2023-05-15T17:56:06.899(UTC-07:00),30470,42944,
1684198566921,2023-05-15T17:56:06.921(UTC-07:00),30470,42945,
1684198566944,2023-05-15T17:56:06.944(UTC-07:00),30471,42946,
1684198566966,2023-05-15T17:56:06.966(UTC-07:00),30473,42948,
1684198566989,2023-05-15T17:56:06.989(UTC-07:00),30474,42949,
1684198567011,2023-05-15T17:56:07.011(UTC-07:00),30474,42952,
1684198567034,2023-05-15T17:56:07.034(UTC-07:00),30475,42953,
1684198567056,2023-05-15T17:56:07.056(UTC-07:00),30474,42954,
1684198567079,2023-05-15T17:56:07.079(UTC-07:00),30474,42953,
1684198567101,2023-05-15T17:56:07.101(UTC-07:00),30472,42950,
1684198567124,2023-05-15T17:56:07.124(UTC-07:00),30470,42945,
1684198567146,2023-05-15T17:56:07.146(UTC-07:00),30467,42938,
1684198567169,2023-05-15T17:56:07.169(UTC-07:00),30464,42931,
1684198567191,2023-05-15T17:56:07.191(UTC-07:00),30461,42924,
1684198567214,2023-05-15T17:56:07.214(UTC-07:00),30457,42918,
1684198567236,2023-05-15T17:56:07.236(UTC-07:00),30455,42912,
1684198567259,2023-05-15T17:56:07.259(UTC-07:00),30453,42908,
1684198567281,2023-05-15T17:56:07.281(UTC-07:00),30452,42905,
1684198567304,2023-05-15T17:56:07.304(UTC-07:00),30452,42903,35
1684198567322,2023-05-15T17:56:07.322(UTC-07:00),30452,42903
1684198567341,2023-05-15T17:56:07.341(UTC-07:00),30453,42903,
1684198567360,2023-05-15T17:56:07.360(UTC-07:00),30453,42904,
1684198567379,2023-05-15T17:56:07.379(UTC-07:00),30454,42904,
1684198567397,2023-05-15T17:56:07.397(UTC-07:00),30454,42905,
1684198567416,2023-05-15T17:56:07.416(UTC-07:00),30454,42905,
1684198567435,2023-05-15T17:56:07.435(UTC-07:00),30454,42905,
1684198567454,2023-05-15T17:56:07.454(UTC-07:00),30454,42905,
1684198567472,2023-05-15T17:56:07.472(UTC-07:00),30454,42906,
1684198567491,2023-05-15T17:56:07.491(UTC-07:00),30454,42908,
1684198567510,2023-05-15T17:56:07.510(UTC-07:00),30455,42910,
1684198567529,2023-05-15T17:56:07.529(UTC-07:00),30455,42912,
1684198567547,2023-05-15T17:56:07.547(UTC-07:00),30456,42914,
1684198567566,2023-05-15T17:56:07.566(UTC-07:00),30457,42917,
1684198567585,2023-05-15T17:56:07.585(UTC-07:00),30459,42920,
1684198567604,2023-05-15T17:56:07.604(UTC-07:00),30460,42923,
1684198567622,2023-05-15T17:56:07.622(UTC-07:00),30462,42927,
1684198567641,2023-05-15T17:56:07.641(UTC-07:00),30463,42930,
1684198567660,2023-05-15T17:56:07.660(UTC-07:00),30464,42934,
1684198567679,2023-05-15T17:56:07.679(UTC-07:00),30466,42937,
1684198567697,2023-05-15T17:56:07.697(UTC-07:00),30467,42941,
1684198567716,2023-05-15T17:56:07.716(UTC-07:00),30469,42944,
1684198567735,2023-05-15T17:56:07.735(UTC-07:00),30470,42948,
1684198567754,2023-05-15T17:56:07.754(UTC-07:00),30472,42951,
1684198567772,2023-05-15T17:56:07.772(UTC-07:00),30473,42955,
1684198567791,2023-05-15T17:56:07.791(UTC-07:00),30475,42958,
1684198567810,2023-05-15T17:56:07.810(UTC-07:00),30477,42962,
1684198567829,2023-05-15T17:56:07.829(UTC-07:00),30478,42965,
1684198567847,2023-05-15T17:56:07.847(UTC-07:00),30479,42968,
1684198567866,2023-05-15T17:56:07.866(UTC-07:00),30479,42970,
1684198567885,2023-05-15T17:56:07.885(UTC-07:00),30479,42971,
1684198567904,2023-05-15T17:56:07.904(UTC-07:00),30479,42970,35
1684198567923,2023-05-15T17:56:07.923(UTC-07:00),30477,42968
1684198567942,2023-05-15T17:56:07.942(UTC-07:00),30475,42963,
1684198567961,2023-05-15T17:56:07.961(UTC-07:00),30472,42957,
1684198567980,2023-05-15T17:56:07.980(UTC-07:00),30469,42949,
1684198568000,2023-05-15T17:56:08.000(UTC-07:00),30466,42941,
1684198568019,2023-05-15T17:56:08.019(UTC-07:00),30463,42934,
1684198568038,2023-05-15T17:56:08.038(UTC-07:00),30461,42928,
1684198568057,2023-05-15T17:56:08.057(UTC-07:00),30459,42923,
1684198568076,2023-05-15T17:56:08.076(UTC-07:00),30458,42920,
1684198568096,2023-05-15T17:56:08.096(UTC-07:00),30457,42919,
1684198568115,2023-05-15T17:56:08.115(UTC-07:00),30457,42919,
1684198568134,2023-05-15T17:56:08.134(UTC-07:00),30457,42919,
1684198568153,2023-05-15T17:56:08.153(UTC-07:00),30458,42920,
1684198568173,2023-05-15T17:56:08.173(UTC-07:00),30458,42922,
1684198568192,2023-05-15T17:56:08.192(UTC-07:00),30459,42923,
1684198568211,2023-05-15T17:56:08.211(UTC-07:00),30460,42924,
1684198568230,2023-05-15T17:56:08.230(UTC-07:00),30461,42925,
1684198568249,2023-05-15T17:56:08.249(UTC-07:00),30462,42927,
1684198568269,2023-05-15T17:56:08.269(UTC-07:00),30462,42928,
1684198568288,2023-05-15T17:56:08.288(UTC-07:00),30463,42929,
1684198568307,2023-05-15T17:56:08.307(UTC-07:00),30463,42930,
1684198568326,2023-05-15T17:56:08.326(UTC-07:00),30464,42931,
1684198568346,2023-05-15T17:56:08.346(UTC-07:00),30464,42933,
1684198568365,2023-05-15T17:56:08.365(UTC-07:00),30465,42935,
1684198568384,2023-05-15T17:56:08.384(UTC-07:00),30466,42938,
1684198568403,2023-05-15T17:56:08.403(UTC-07:00),30467,42942,
1684198568422,2023-05-15T17:56:08.422(UTC-07:00),30468,42945,
1684198568442,2023-05-15T17:56:08.442(UTC-07:00),30469,42948,
1684198568461,2023-05-15T17:56:08.461(UTC-07:00),30470,42951,
1684198568480,2023-05-15T17:56:08.480(UTC-07:00),30470,42953,
1684198568499,2023-05-15T17:56:08.499(UTC-07:00),30471,42956,
1684198568519,2023-05-15T17:56:08.519(UTC-07:00),30472,42959,35
1684198568539,2023-05-15T17:56:08.539(UTC-07:00),30473,42962
1684198568559,2023-05-15T17:56:08.559(UTC-07:00),30475,42965,
1684198568579,2023-05-15T17:56:08.579(UTC-07:00),30476,42968,
1684198568599,2023-05-15T17:56:08.599(UTC-07:00),30477,42971,
1684198568619,2023-05-15T17:56:08.619(UTC-07:00),30478,42973,
1684198568639,2023-05-15T17:56:08.639(UTC-07:00),30479,42975,
1684198568660,2023-05-15T17:56:08.660(UTC-07:00),30481,42977,
1684198568680,2023-05-15T17:56:08.680(UTC-07:00),30482,42979,
1684198568700,2023-05-15T17:56:08.700(UTC-07:00),30482,42981,
1684198568720,2023-05-15T17:56:08.720(UTC-07:00),30481,42981,
1684198568740,2023-05-15T17:56:08.740(UTC-07:00),30480,42980,
1684198568760,2023-05-15T17:56:08.760(UTC-07:00),30478,42977,
1684198568781,2023-05-15T17:56:08.781(UTC-07:00),30475,42972,
1684198568801,2023-05-15T17:56:08.801(UTC-07:00),30473,42965,
1684198568821,2023-05-15T17:56:08.821(UTC-07:00),30470,42958,
1684198568841,2023-05-15T17:56:08.841(UTC-07:00),30467,42951,
1684198568861,2023-05-15T17:56:08.861(UTC-07:00),30465,42946,
1684198568881,2023-05-15T17:56:08.881(UTC-07:00),30462,42941,
1684198568901,2023-05-15T17:56:08.901(UTC-07:00),30461,42938,
1684198568922,2023-05-15T17:56:08.922(UTC-07:00),30460,42936,
1684198568942,2023-05-15T17:56:08.942(UTC-07:00),30459,42935,
1684198568962,2023-05-15T17:56:08.962(UTC-07:00),30460,42935,
1684198568982,2023-05-15T17:56:08.982(UTC-07:00),30460,42936,
1684198569002,2023-05-15T17:56:09.002(UTC-07:00),30461,42936,
1684198569022,2023-05-15T17:56:09.022(UTC-07:00),30461,42937,
1684198569043,2023-05-15T17:56:09.043(UTC-07:00),30462,42938,
1684198569063,2023-05-15T17:56:09.063(UTC-07:00),30462,42939,
1684198569083,2023-05-15T17:56:09.083(UTC-07:00),30461,42939,
1684198569103,2023-05-15T17:56:09.103(UTC-07:00),30461,42939,
1684198569123,2023-05-15T17:56:09.123(UTC-07:00),30461,42939,
1684198569143,2023-05-15T17:56:09.143(UTC-07:00),30461,42940,
1684198569164,2023-05-15T17:56:09.164(UTC-07:00),30462,42941,35
1684198569183,2023-05-15T17:56:09.183(UTC-07:00),30463,42943
1684198569203,2023-05-15T17:56:09.203(UTC-07:00),30464,42945,
1684198569223,2023-05-15T17:56:09.223(UTC-07:00),30465,42948,
1684198569242,2023-05-15T17:56:09.242(UTC-07:00),30465,42950,
1684198569262,2023-05-15T17:56:09.262(UTC-07:00),30466,42951,
1684198569282,2023-05-15T17:56:09.282(UTC-07:00),30468,42953,
1684198569302,2023-05-15T17:56:09.302(UTC-07:00),30469,42956,
1684198569321,2023-05-15T17:56:09.321(UTC-07:00),30470,42959,
1684198569341,2023-05-15T17:56:09.341(UTC-07:00),30472,42963,
1684198569361,2023-05-15T17:56:09.361(UTC-07:00),30473,42967,
1684198569380,2023-05-15T17:56:09.380(UTC-07:00),30474,42971,
1684198569400,2023-05-15T17:56:09.400(UTC-07:00),30476,42975,
1684198569420,2023-05-15T17:56:09.420(UTC-07:00),30477,42978,
1684198569440,2023-05-15T17:56:09.440(UTC-07:00),30478,42982,
1684198569459,2023-05-15T17:56:09.459(UTC-07:00),30479,42984,
1684198569479,2023-05-15T17:56:09.479(UTC-07:00),30480,42986,
1684198569499,2023-05-15T17:56:09.499(UTC-07:00),30480,42987,
1684198569518,2023-05-15T17:56:09.518(UTC-07:00),30480,42986,
1684198569538,2023-05-15T17:56:09.538(UTC-07:00),30479,42983,
1684198569558,2023-05-15T17:56:09.558(UTC-07:00),30477,42978,
1684198569578,2023-05-15T17:56:09.578(UTC-07:00),30475,42972,
1684198569597,2023-05-15T17:56:09.597(UTC-07:00),30471,42965,
1684198569617,2023-05-15T17:56:09.617(UTC-07:00),30468,42958,
1684198569637,2023-05-15T17:56:09.637(UTC-07:00),30465,42952,
1684198569656,2023-05-15T17:56:09.656(UTC-07:00),30463,42948,
1684198569676,2023-05-15T17:56:09.676(UTC-07:00),30461,42945,
1684198569696,2023-05-15T17:56:09.696(UTC-07:00),30460,42943,
1684198569716,2023-05-15T17:56:09.716(UTC-07:00),30460,42941,
1684198569735,2023-05-15T17:56:09.735(UTC-07:00),30459,42940,
1684198569755,2023-05-15T17:56:09.755(UTC-07:00),30458,42940,
1684198569775,2023-05-15T17:56:09.775(UTC-07:00),30457,42940,
1684198569795,2023-05-15T17:56:09.795(UTC-07:00),30457,42939,35
1684198569817,2023-05-15T17:56:09.817(UTC-07:00),30456,42939
1684198569839,2023-05-15T17:56:09.839(UTC-07:00),30456,42939,
1684198569862,2023-05-15T17:56:09.862(UTC-07:00),30456,42939,
1684198569884,2023-05-15T17:56:09.884(UTC-07:00),30456,42938,
1684198569907,2023-05-15T17:56:09.907(UTC-07:00),30456,42937,
1684198569929,2023-05-15T17:56:09.929(UTC-07:00),30456,42936,
1684198569952,2023-05-15T17:56:09.952(UTC-07:00),30457,42936,
1684198569974,2023-05-15T17:56:09.974(UTC-07:00),30456,42936,
1684198569997,2023-05-15T17:56:09.997(UTC-07:00),30456,42937,
1684198570019,2023-05-15T17:56:10.019(UTC-07:00),30456,42939,
1684198570042,2023-05-15T17:56:10.042(UTC-07:00),30456,42942,
1684198570064,2023-05-15T17:56:10.064(UTC-07:00),30457,42945,
1684198570087,2023-05-15T17:56:10.087(UTC-07:00),30458,42948,
1684198570109,2023-05-15T17:56:10.109(UTC-07:00),30460,42950,
1684198570132,2023-05-15T17:56:10.132(UTC-07:00),30461,42953,
1684198570154,2023-05-15T17:56:10.154(UTC-07:00),30462,42955,
1684198570176,2023-05-15T17:56:10.176(UTC-07:00),30463,42957,
1684198570199,2023-05-15T17:56:10.199(UTC-07:00),30464,42960,
1684198570221,2023-05-15T17:56:10.221(UTC-07:00),30465,42962,
1684198570244,2023-05-15T17:56:10.244(UTC-07:00),30466,42965,
1684198570266,2023-05-15T17:56:10.266(UTC-07:00),30467,42967,
1684198570289,2023-05-15T17:56:10.289(UTC-07:00),30467,42969,
1684198570311,2023-05-15T17:56:10.311(UTC-07:00),30467,42969,
1684198570334,2023-05-15T17:56:10.334(UTC-07:00),30467,42969,
1684198570356,2023-05-15T17:56:10.356(UTC-07:00),30467,42968,
1684198570379,2023-05-15T17:56:10.379(UTC-07:00),30465,42964,
1684198570401,2023-05-15T17:56:10.401(UTC-07:00),30463,42959,
1684198570424,2023-05-15T17:56:10.424(UTC-07:00),30459,42952,
1684198570446,2023-05-15T17:56:10.446(UTC-07:00),30455,42943,
1684198570469,2023-05-15T17:56:10.469(UTC-07:00),30451,42934,
1684198570491,2023-05-15T17:56:10.491(UTC-07:00),30447,42926,
1684198570514,2023-05-15T17:56:10.514(UTC-07:00),30444,42918,35
1684198570532,2023-05-15T17:56:10.532(UTC-07:00),30441,42911
1684198570551,2023-05-15T17:56:10.551(UTC-07:00),30439,42907,
1684198570570,2023-05-15T17:56:10.570(UTC-07:00),30437,42903,
1684198570589,2023-05-15T17:56:10.589(UTC-07:00),30436,42901,
1684198570607,2023-05-15T17:56:10.607(UTC-07:00),30435,42899,
1684198570626,2023-05-15T17:56:10.626(UTC-07:00),30435,42898,
1684198570645,2023-05-15T17:56:10.645(UTC-07:00),30435,42898,
1684198570664,2023-05-15T17:56:10.664(UTC-07:00),30435,42899,
1684198570682,2023-05-15T17:56:10.682(UTC-07:00),30435,42900,
1684198570701,2023-05-15T17:56:10.701(UTC-07:00),30436,42902,
1684198570720,2023-05-15T17:56:10.720(UTC-07:00),30436,42903,
1684198570739,2023-05-15T17:56:10.739(UTC-07:00),30436,42903,
1684198570757,2023-05-15T17:56:10.757(UTC-07:00),30435,42903,
1684198570776,2023-05-15T17:56:10.776(UTC-07:00),30435,42903,
1684198570795,2023-05-15T17:56:10.795(UTC-07:00),30434,42903,
1684198570814,2023-05-15T17:56:10.814(UTC-07:00),30435,42904,
1684198570832,2023-05-15T17:56:10.832(UTC-07:00),30436,42905,
1684198570851,2023-05-15T17:56:10.851(UTC-07:00),30437,42908,
1684198570870,2023-05-15T17:56:10.870(UTC-07:00),30439,42911,
1684198570889,2023-05-15T17:56:10.889(UTC-07:00),30440,42914,
1684198570907,2023-05-15T17:56:10.907(UTC-07:00),30441,42918,
1684198570926,2023-05-15T17:56:10.926(UTC-07:00),30443,42921,
1684198570945,2023-05-15T17:56:10.945(UTC-07:00),30444,42923,
1684198570964,2023-05-15T17:56:10.964(UTC-07:00),30444,42926,
1684198570982,2023-05-15T17:56:10.982(UTC-07:00),30445,42929,
1684198571001,2023-05-15T17:56:11.001(UTC-07:00),30447,42932,
1684198571020,2023-05-15T17:56:11.020(UTC-07:00),30448,42935,
1684198571039,2023-05-15T17:56:11.039(UTC-07:00),30449,42938,
1684198571057,2023-05-15T17:56:11.057(UTC-07:00),30450,42941,
1684198571076,2023-05-15T17:56:11.076(UTC-07:00),30451,42943,
1684198571095,2023-05-15T17:56:11.095(UTC-07:00),30451,42944,
1684198571114,2023-05-15T17:56:11.114(UTC-07:00),30451,42945,35
1684198571133,2023-05-15T17:56:11.133(UTC-07:00),30451,42944
1684198571152,2023-05-15T17:56:11.152(UTC-07:00),30450,42942,
1684198571171,2023-05-15T17:56:11.171(UTC-07:00),30449,42938,
1684198571191,2023-05-15T17:56:11.191(UTC-07:00),30447,42932,
1684198571210,2023-05-15T17:56:11.210(UTC-07:00),30444,42923,
1684198571229,2023-05-15T17:56:11.229(UTC-07:00),30440,42914,
1684198571248,2023-05-15T17:56:11.248(UTC-07:00),30436,42905,
1684198571268,2023-05-15T17:56:11.268(UTC-07:00),30432,42897,
1684198571287,2023-05-15T17:56:11.287(UTC-07:00),30429,42891,
1684198571306,2023-05-15T17:56:11.306(UTC-07:00),30426,42887,
1684198571325,2023-05-15T17:56:11.325(UTC-07:00),30425,42884,
1684198571345,2023-05-15T17:56:11.345(UTC-07:00),30424,42882,
1684198571364,2023-05-15T17:56:11.364(UTC-07:00),30423,42881,
1684198571383,2023-05-15T17:56:11.383(UTC-07:00),30424,42881,
1684198571402,2023-05-15T17:56:11.402(UTC-07:00),30424,42883,
1684198571422,2023-05-15T17:56:11.422(UTC-07:00),30425,42886,
1684198571441,2023-05-15T17:56:11.441(UTC-07:00),30425,42888,
1684198571460,2023-05-15T17:56:11.460(UTC-07:00),30425,42889,
1684198571479,2023-05-15T17:56:11.479(UTC-07:00),30425,42889,
1684198571499,2023-05-15T17:56:11.499(UTC-07:00),30424,42888,
1684198571518,2023-05-15T17:56:11.518(UTC-07:00),30425,42888,
1684198571537,2023-05-15T17:56:11.537(UTC-07:00),30425,42888,
1684198571556,2023-05-15T17:56:11.556(UTC-07:00),30425,42888,
1684198571576,2023-05-15T17:56:11.576(UTC-07:00),30426,42889,
1684198571595,2023-05-15T17:56:11.595(UTC-07:00),30426,42889,
1684198571614,2023-05-15T17:56:11.614(UTC-07:00),30426,42890,
1684198571633,2023-05-15T17:56:11.633(UTC-07:00),30427,42891,
1684198571653,2023-05-15T17:56:11.653(UTC-07:00),30428,42893,
1684198571672,2023-05-15T17:56:11.672(UTC-07:00),30429,42896,
1684198571691,2023-05-15T17:56:11.691(UTC-07:00),30430,42899,
1684198571710,2023-05-15T17:56:11.710(UTC-07:00),30430,42901,
1684198571730,2023-05-15T17:56:11.730(UTC-07:00),30431,42904,35
